"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"NewHaiderPPO1widSliders.nlogo"
"Experiment"
"09/17/2025 12:52:46:003 +0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-9","9","-9","9"
"[run number]","num-investors","patch-mean-profit","patch-min-risk","patch-max-risk","decision-time-horizon","years-simulated","[step]","mean [wealth] of turtles","sum [wealth] of turtles","count turtles with [wealth < 100000]","mean [current-utility] of turtles","mean [profit] of patches","mean [annual-risk] of patches","count patches with [profit < 500]","count patches with [profit > 15000]"
"3801","25","3000","0.08","0.1","3","70","70","2567972.754104776","6.4199318852619395E7","0","3018478.2079652552","27201.06938394369","0.08345598813277619","6","180"
"3802","25","3000","0.08","0.1","3","70","70","5501575.504242326","1.3753938760605815E8","0","6400073.636670484","27390.972074413734","0.08403964928972081","7","179"
"3803","25","3000","0.08","0.1","3","70","70","4243963.463392034","1.0609908658480085E8","0","4263612.819821283","26430.617172207432","0.08352821701609148","4","175"
"3804","25","3000","0.08","0.1","3","70","70","4595085.616538868","1.1487714041347171E8","0","5051583.58921569","25420.257940097643","0.0838804388372506","5","179"
"3805","25","3000","0.08","0.1","3","70","70","1810561.5669651646","4.526403917412911E7","0","1744622.4445472693","24887.67515441347","0.0825574596881943","6","179"
"3806","25","3000","0.08","0.1","3","70","70","2975713.7766807755","7.439284441701938E7","0","2902154.392210168","27229.986132128335","0.08394361129221767","4","179"
"3807","25","3000","0.08","0.1","3","70","70","3514463.3889688724","8.786158472422181E7","0","4141701.1583534707","27120.12546407046","0.08372740800947878","8","167"
"3808","25","3000","0.08","0.1","3","70","70","3713262.470489824","9.283156176224561E7","0","4380686.9784221705","27422.32571542481","0.08355427985425044","4","181"
"3809","25","3000","0.08","0.1","3","70","70","2170762.7466594893","5.426906866648724E7","0","2333909.7174551245","24637.97982078931","0.0838789737861984","5","177"
"3810","25","3000","0.08","0.1","3","70","70","3451294.713964309","8.628236784910773E7","0","3432017.6964524365","24501.260034093717","0.08341574742059449","3","163"
"3811","25","3000","0.08","0.1","6","25","25","341944.61525861087","8548615.381465271","0","478678.7260562979","6238.9534531379495","0.08628005614099095","26","33"
"3812","25","3000","0.08","0.1","6","25","25","353223.06505326234","8830576.626331558","0","403846.2677712587","7156.848802499348","0.0867468673824957","26","50"
"3813","25","3000","0.08","0.1","6","25","25","433428.401873262","1.083571004683155E7","0","617917.5390756781","7227.925837251864","0.08662423707385095","26","45"
"3814","25","3000","0.08","0.1","6","25","25","446417.3943907276","1.1160434859768191E7","0","517630.70829691284","7211.6683401229775","0.08724686498478523","27","45"
"3815","25","3000","0.08","0.1","6","25","25","289268.4369449886","7231710.923624715","0","324223.96637600736","6473.549889896635","0.08634371899554182","34","38"
"3816","25","3000","0.08","0.1","6","25","25","476924.7695335626","1.1923119238339065E7","0","432774.2363360529","7270.628940772367","0.08671066034451058","25","44"
"3817","25","3000","0.08","0.1","6","25","25","377342.66975953477","9433566.743988369","0","530818.3221940785","7106.129135997766","0.08605498700571919","36","51"
"3818","25","3000","0.08","0.1","6","25","25","318334.5183100117","7958362.957750293","1","296841.19306171563","5839.0420525235095","0.08760545436721746","43","34"
"3819","25","3000","0.08","0.1","6","25","25","355290.5250690574","8882263.126726435","0","324495.8152022865","7079.751423003334","0.08741994451265639","32","38"
"3820","25","3000","0.08","0.1","6","25","25","512073.9274220945","1.2801848185552362E7","0","694820.926552426","7163.240805729837","0.088237747566762","34","43"
"3821","25","3000","0.08","0.1","6","50","50","938025.868059507","2.3450646701487675E7","0","1262359.38862694","13808.807428242548","0.08468109239114396","15","111"
"3822","25","3000","0.08","0.1","6","50","50","1050044.4660217194","2.6251111650542986E7","0","1224570.207535183","14961.15964342566","0.08463517643407392","15","114"
"3823","25","3000","0.08","0.1","6","50","50","1388648.3622934786","3.471620905733696E7","0","1772407.0350887654","14663.407257587107","0.08464773184772915","17","115"
"3824","25","3000","0.08","0.1","6","50","50","1144053.5915846284","2.8601339789615713E7","0","1564424.4626214309","14901.022696729411","0.08426092986761162","16","127"
"3825","25","3000","0.08","0.1","6","50","50","1780032.5869678184","4.450081467419546E7","0","1558894.461991074","15079.811946237416","0.0855951276682794","11","120"
"3826","25","3000","0.08","0.1","6","50","50","1262190.7007930095","3.155476751982524E7","0","1532355.2726857015","14331.504126349204","0.08411323252939418","14","98"
"3827","25","3000","0.08","0.1","6","50","50","1191899.335047316","2.9797483376182903E7","0","1535316.4608654287","13147.084009340668","0.08519894310065329","16","105"
"3828","25","3000","0.08","0.1","6","50","50","1159372.5895099877","2.8984314737749692E7","0","1128722.6299508186","13587.422330310357","0.0846630540702962","16","117"
"3829","25","3000","0.08","0.1","6","50","50","874443.5051742932","2.186108762935733E7","0","1231499.4234117738","12710.960639973555","0.0845079245313705","14","90"
"3830","25","3000","0.08","0.1","6","50","50","962724.0497097111","2.4068101242742777E7","0","1271480.4078438766","13151.832425096656","0.08498324981754482","13","102"
"3831","25","3000","0.08","0.1","6","70","70","2574479.4318300234","6.436198579575059E7","0","2824230.7624737443","25078.98285151008","0.0839087019142058","6","165"
"3832","25","3000","0.08","0.1","6","70","70","7816463.7193119265","1.9541159298279816E8","0","1.0850586672769578E7","31062.12280349277","0.08370790352264859","7","192"
"3833","25","3000","0.08","0.1","6","70","70","3583290.677749321","8.958226694373302E7","0","3139948.415838862","27615.823527242523","0.08365841139510533","9","168"
"3834","25","3000","0.08","0.1","6","70","70","7085633.142508225","1.771408285627056E8","0","6097025.962767452","30209.245613152878","0.08383912120874469","2","181"
"3835","25","3000","0.08","0.1","6","70","70","2412478.5799659993","6.031196449914998E7","0","2784268.7828792953","26004.462137684994","0.08297479240028917","2","158"
"3836","25","3000","0.08","0.1","6","70","70","2039151.6374794387","5.097879093698597E7","0","1903104.187534722","24872.75992614779","0.08406392226966171","10","178"
"3837","25","3000","0.08","0.1","6","70","70","2431461.4316019323","6.07865357900483E7","0","2165908.3598818146","25250.655241513923","0.08342889585623511","6","164"
"3838","25","3000","0.08","0.1","6","70","70","4422026.91015687","1.1055067275392175E8","0","4998843.073066781","25242.236786100566","0.08446289291489895","6","159"
"3839","25","3000","0.08","0.1","6","70","70","2518961.2294834517","6.297403073708629E7","0","3301575.9426799333","25326.502394474504","0.08307967214315398","8","183"
"3840","25","3000","0.08","0.1","6","70","70","7599633.661469397","1.8999084153673494E8","0","6529943.858468587","28377.170903312337","0.08394316910234746","4","195"
"3841","25","3000","0.08","0.1","8","25","25","503107.98194786446","1.2577699548696611E7","0","525287.0396730176","7231.022202178882","0.08937936322384561","27","48"
"3842","25","3000","0.08","0.1","8","25","25","382656.76684132114","9566419.171033029","0","504837.5664691472","6704.5678940427815","0.08738230079435026","31","41"
"3843","25","3000","0.08","0.1","8","25","25","378133.5714720958","9453339.286802394","0","329079.19407263334","6568.725987156091","0.08745555150141586","28","33"
"3844","25","3000","0.08","0.1","8","25","25","564785.278490097","1.4119631962252427E7","0","799536.3432572825","6998.55000975205","0.08814457973116985","32","44"
"3845","25","3000","0.08","0.1","8","25","25","477364.1986037923","1.1934104965094807E7","0","410675.6055350988","6702.670995821591","0.08746467686393661","33","42"
"3846","25","3000","0.08","0.1","8","25","25","339602.960426756","8490074.0106689","0","295598.05375127116","6612.319092280481","0.08743558717861415","30","38"
"3847","25","3000","0.08","0.1","8","25","25","365981.84324822784","9149546.081205696","0","476637.4289623507","6100.8234742705035","0.08830425483937931","21","30"
"3848","25","3000","0.08","0.1","8","25","25","327893.580866959","8197339.5216739755","0","339187.3311565084","7175.606641803457","0.08662902610919355","26","46"
"3849","25","3000","0.08","0.1","8","25","25","419516.5316465273","1.0487913291163182E7","0","605842.9940234113","7350.595744734691","0.08831173711121915","24","49"
"3850","25","3000","0.08","0.1","8","25","25","372505.076093434","9312626.90233585","0","559591.9237407913","6951.249666608093","0.08723393039628338","36","43"
"3851","25","3000","0.08","0.1","8","50","50","1365878.7618408205","3.4146969046020515E7","0","1272265.781195666","13558.11998085496","0.08633115323722203","16","101"
"3852","25","3000","0.08","0.1","8","50","50","849160.5276625544","2.122901319156386E7","0","820765.0168478653","13538.896355891038","0.08396077530732843","12","110"
"3853","25","3000","0.08","0.1","8","50","50","892625.3040781312","2.231563260195328E7","0","1335101.6744593726","14807.825897904071","0.08488044214943426","14","116"
"3854","25","3000","0.08","0.1","8","50","50","1320784.1026232296","3.301960256558074E7","0","1736577.7413488193","14413.991473828688","0.08491677555013276","12","120"
"3855","25","3000","0.08","0.1","8","50","50","1727663.6366351226","4.3191590915878065E7","0","1424867.187529892","14348.909924212987","0.08542457153531634","23","116"
"3856","25","3000","0.08","0.1","8","50","50","3004239.2470000493","7.510598117500123E7","0","3483255.6132341577","15541.624898241358","0.08620976553681664","16","111"
"3857","25","3000","0.08","0.1","8","50","50","1289494.0269709837","3.2237350674274594E7","0","2053717.6666243705","16436.67200090053","0.08476476269489477","10","127"
"3858","25","3000","0.08","0.1","8","50","50","1275919.1047708914","3.1897977619272284E7","0","1718290.0347485554","14380.477813240796","0.08523497849307421","15","121"
"3859","25","3000","0.08","0.1","8","50","50","1542856.3885703364","3.857140971425841E7","0","1914711.2127672127","14912.260311492928","0.08558557390201925","23","115"
"3860","25","3000","0.08","0.1","8","50","50","805039.9086593231","2.012599771648308E7","0","967912.3741439134","12464.872544683201","0.084485045066829","10","91"
"3861","25","3000","0.08","0.1","8","70","70","2971081.808708967","7.427704521772417E7","0","2584097.4625851186","28910.23596819546","0.08286678666535112","1","182"
"3862","25","3000","0.08","0.1","8","70","70","3142980.5373649406","7.857451343412352E7","0","4118771.8925131885","27050.268210553717","0.08385444294994288","8","182"
"3863","25","3000","0.08","0.1","8","70","70","2304675.7575772856","5.7616893939432144E7","0","3155118.626417333","24174.761953154724","0.0832547341186056","7","170"
"3864","25","3000","0.08","0.1","8","70","70","2725547.6625352507","6.813869156338127E7","0","3611584.3934590872","24634.975508646963","0.08372454564060554","7","169"
"3865","25","3000","0.08","0.1","8","70","70","2597802.2222335376","6.4945055555838436E7","0","2276642.003392365","26470.684530997944","0.08358068420388128","5","177"
"3866","25","3000","0.08","0.1","8","70","70","3552302.223732978","8.880755559332445E7","0","4563438.769139495","26427.69203614525","0.08368824301669034","4","177"
"3867","25","3000","0.08","0.1","8","70","70","3594629.0158542036","8.986572539635509E7","0","3533386.9532794487","28968.926536087987","0.08412901978271789","4","181"
"3868","25","3000","0.08","0.1","8","70","70","3769719.122373934","9.424297805934834E7","0","3132556.71024724","27386.663200543848","0.08421096803379347","6","183"
"3869","25","3000","0.08","0.1","8","70","70","4431091.460414077","1.1077728651035193E8","0","6383085.171982905","23920.63461841225","0.08472830127058008","4","172"
"3870","25","3000","0.08","0.1","8","70","70","2291532.5208960394","5.728831302240099E7","0","3167052.5751707326","25154.96527536215","0.0830673830742478","5","163"
"3871","25","3000","0.08","0.2","3","25","25","414627.46003853873","1.0365686500963468E7","0","524195.03815013764","6568.790231238381","0.12571677866703504","30","40"
"3872","25","3000","0.08","0.2","3","25","25","535745.9233245865","1.3393648083114663E7","0","674437.4816765317","6849.164006219782","0.12870807844881238","31","41"
"3873","25","3000","0.08","0.2","3","25","25","313148.83607226284","7828720.901806571","0","300070.57557554205","7483.449442392779","0.11944866866958317","24","49"
"3874","25","3000","0.08","0.2","3","25","25","403429.1507560379","1.0085728768900948E7","0","486289.65415523504","6974.529862652645","0.12278726355717988","22","44"
"3875","25","3000","0.08","0.2","3","25","25","474612.89563607273","1.1865322390901819E7","0","516269.78857486614","6701.025937797526","0.12781190413558388","28","40"
"3876","25","3000","0.08","0.2","3","25","25","406938.64341436967","1.0173466085359242E7","0","365816.6650871709","6867.309182694777","0.12553644489763963","38","40"
"3877","25","3000","0.08","0.2","3","25","25","321941.80004981643","8048545.00124541","0","393369.46156600816","6531.181005004551","0.12490042461551626","26","40"
"3878","25","3000","0.08","0.2","3","25","25","501024.58575187036","1.2525614643796759E7","0","448361.7808316951","7655.4608708325095","0.12009225204566003","26","48"
"3879","25","3000","0.08","0.2","3","25","25","478138.46573795006","1.1953461643448751E7","0","581659.0230138361","6818.965206647701","0.1235259711503773","31","36"
"3880","25","3000","0.08","0.2","3","25","25","377122.4943878683","9428062.359696709","0","400014.83916144155","7179.885945321279","0.12677656154207936","30","44"
"3881","25","3000","0.08","0.2","3","50","50","1060559.7770545448","2.6513994426363617E7","0","1186264.859414161","14611.118691215253","0.10715389271349098","19","99"
"3882","25","3000","0.08","0.2","3","50","50","1229816.6826900893","3.0745417067252234E7","0","1442622.9074666735","13717.380576905234","0.10361773894689728","8","103"
"3883","25","3000","0.08","0.2","3","50","50","1037969.4466625293","2.594923616656323E7","0","983435.9684012777","14182.449606047277","0.10763213059985624","10","110"
"3884","25","3000","0.08","0.2","3","50","50","1746793.225254012","4.36698306313503E7","0","2160408.456946616","14819.35824890317","0.11601458404625438","15","113"
"3885","25","3000","0.08","0.2","3","50","50","1093278.7844557306","2.7331969611393265E7","0","1302767.2544541361","16238.79400177274","0.10428994084854126","10","127"
"3886","25","3000","0.08","0.2","3","50","50","1147849.9511960337","2.8696248779900845E7","0","1405718.6543446132","14567.2739207297","0.10640277407132037","13","120"
